mmsi,imo,ship_name,ship_name_chi,hull_num,ship_type_chi,ship_class_chi,flight_line,longitude,aslatitude,speed,track,pos_datetime
303859000,9207077.0,USNS Mary Sears,玛丽·希尔斯号海洋测量船,T-AGS-65,调查船,探路者级调查船,303859000_1657503755,120.2865,14.81809,0.0,307.0,2022-07-31 16:03:38
303859000,9207077.0,USNS Mary Sears,玛丽·希尔斯号海洋测量船,T-AGS-65,调查船,探路者级调查船,303859000_1657503755,120.28653,14.818084,0.0,307.8,2022-07-31 16:06:34
303859000,9207077.0,USNS Mary Sears,玛丽·希尔斯号海洋测量船,T-AGS-65,调查船,探路者级调查船,303859000_1657503755,120.28649,14.818089,0.0,307.8,2022-07-31 16:21:35
303859000,9207077.0,USNS Mary Sears,玛丽·希尔斯号海洋测量船,T-AGS-65,调查船,探路者级调查船,303859000_1657503755,120.28656,14.818095,0.0,307.8,2022-07-31 16:27:36
303859000,9207077.0,USNS Mary Sears,玛丽·希尔斯号海洋测量船,T-AGS-65,调查船,探路者级调查船,303859000_1657503755,120.28656,14.818107,0.0,307.8,2022-07-31 16:42:35
303859000,9207077.0,USNS Mary Sears,玛丽·希尔斯号海洋测量船,T-AGS-65,调查船,探路者级调查船,303859000_1657503755,120.28658,14.81808,0.0,307.8,2022-07-31 16:57:36
303859000,9207077.0,USNS Mary Sears,玛丽·希尔斯号海洋测量船,T-AGS-65,调查船,探路者级调查船,303859000_1657503755,120.28653,14.818097,0.0,307.8,2022-07-31 17:06:36
303859000,9207077.0,USNS Mary Sears,玛丽·希尔斯号海洋测量船,T-AGS-65,调查船,探路者级调查船,303859000_1657503755,120.28652,14.818077,0.0,307.8,2022-07-31 17:21:36
303859000,9207077.0,USNS Mary Sears,玛丽·希尔斯号海洋测量船,T-AGS-65,调查船,探路者级调查船,303859000_1657503755,120.28649,14.818053,0.0,307.8,2022-07-31 17:33:36
303859000,9207077.0,USNS Mary Sears,玛丽·希尔斯号海洋测量船,T-AGS-65,调查船,探路者级调查船,303859000_1657503755,120.28653,14.818085,0.0,307.8,2022-07-31 17:45:36
303859000,9207077.0,USNS Mary Sears,玛丽·希尔斯号海洋测量船,T-AGS-65,调查船,探路者级调查船,303859000_1657503755,120.28652,14.818102,0.0,307.8,2022-07-31 17:57:36
303859000,9207077.0,USNS Mary Sears,玛丽·希尔斯号海洋测量船,T-AGS-65,调查船,探路者级调查船,303859000_1657503755,120.286545,14.818089,0.0,307.8,2022-07-31 18:06:36
303859000,9207077.0,USNS Mary Sears,玛丽·希尔斯号海洋测量船,T-AGS-65,调查船,探路者级调查船,303859000_1657503755,120.28653,14.818107,0.0,307.8,2022-07-31 18:21:36
303859000,9207077.0,USNS Mary Sears,玛丽·希尔斯号海洋测量船,T-AGS-65,调查船,探路者级调查船,303859000_1657503755,120.2866,14.81807,0.0,307.0,2022-07-31 18:24:38
303859000,9207077.0,USNS Mary Sears,玛丽·希尔斯号海洋测量船,T-AGS-65,调查船,探路者级调查船,303859000_1657503755,120.286545,14.818087,0.0,307.8,2022-07-31 18:27:36
303859000,9207077.0,USNS Mary Sears,玛丽·希尔斯号海洋测量船,T-AGS-65,调查船,探路者级调查船,303859000_1657503755,120.28656,14.818085,0.0,307.8,2022-07-31 18:42:35
303859000,9207077.0,USNS Mary Sears,玛丽·希尔斯号海洋测量船,T-AGS-65,调查船,探路者级调查船,303859000_1657503755,120.28656,14.818133,0.0,307.8,2022-07-31 18:51:36
